artists,lyrics,label
Ari Lasso,Mencoba tuk melupakan Segala kenangan indah tentang dirimu Tentang mimpiku Semakin aku mencoba Bayangmu semakin nyata Merasuk hingga ke jiwa Tuhan tolonglah diriku Entah dimana dirimu berada Hampa terasa hidupku tanpa dirimu Apakah disana kau rindukan aku Seperti diriku yang selalu merindukanmu Selalu merindukanmu Tak bisa aku ingkari Engkaulah satu satunya Yang bisa membuat jiwaku Yang pernah mati menjadi berarti Namun kini kau menghilang Bagaikan ditelan bumi Tak pernah kah kau sadari Arti cintamu untukku You might also like Entah dimana dirimu berada Hampa terasa hidupku tanpa dirimu Apakah disana kau rindukan aku Seperti diriku yang selalu merindukanmu Selalu merindukanmu Entah dimana dirimu berada Hampa terasa hidupku tanpa dirimu Apakah disana kau rindukan aku Seperti diriku yang selalu merindukanmu Selalu merindukanmu Entah dimana dirimu berada Hampa terasa hidupku tanpa dirimu Apakah disana kau rindukan aku Seperti diriku yang selalu merindukanmu Selalu merindukanmu1,0
Chrisye, Maafkan aku tak bisa Memahami maksud amarahmu Membaca dan mengerti isi hatimu  Ampuni aku yang telah Memasuki kehidupan kalian Mencoba mencari celah dalam hatimu  Aku tau 'ku takkan bisa Menjadi seperti yang engkau minta Namun selama nafas berhembus aku 'kan mencoba Menjadi seperti yang kau minta  Ampuni aku yang telah Memasuki kehidupan kalian Mencoba mencari celah dalam hatimu  Aku tau 'ku takkan bisa Menjadi seperti yang engkau minta Namun selama nafas berhembus aku 'kan mencoba Aku tau dia yang bisa menjadi seperti yang engkau minta Namun selama aku bernyawa aku 'kan mencoba Menjadi seperti yang kau minta You might also like  Aku tau 'ku takkan bisa Menjadi seperti yang engkau minta Namun selama nafas berhembus aku 'kan mencoba Aku tau dia yang bisa menjadi seperti yang engkau minta Namun selama aku bernyawa aku 'kan mencoba Menjadi seperti yang kau minta  Seperti yang kau minta Aku 'kan mencoba Menjadi seperti yang kau minta,0
Kerispatih,"Ku tak ingin kau semakin kan terluka Tak ingin ku paksakan cinta ini Meski tiada sanggup untuk kau terima Aku memang manusia paling berdosa Khianati rasa demi keinginan semu Lebih baik jangan mencintai aku dan semua hatiku Karena takkan pernah kau temui, cinta sejati Berakhirlah sudah semua kisah ini Dan jangan kau tangisi lagi Sekalipun aku takkan pernah mencoba kembali padamu Sejuta kata maaf terasa kan percuma Sebab rasa ku tlah mati untuk menyadarinya  Semoga saja kan kau dapati Hati yg tulus mencintaimu Tapi bukan aku Berakhirlah sudah semua kisah ini Dan jangan kau tangisi lagi Sekalipun aku takkan pernah mencoba kembali padamu Sejuta kata maaf terasa kan percuma Sebab rasa ku tlah mati untuk menyadarinya You might also likeBerakhirlah sudah semua kisah ini Dan jangan kau tangisi lagi Sekalipun aku takkan pernah mencoba kembali padamu Sejuta kata maaf terasa kan percuma Sebab rasa ku tlah mati untuk menyadarinya Sebab rasa ku tlah mati untuk menyadarinya",0
Drive,"Wow menegangkan, ha Kau disini, nah kesempatan Izin ku tuk visualkan Bro jangan goyang la dah tau ko aku lagi gambar Ini ibarat skillmu Karir juga attitude Ha siap juga cuk tapi tunggu Ni kenapa hasilnya akurat sih Ku melukis sampah? Oke brengsek kita buat simple coba ni ku download aplikasi tinder Paling nanti kelamin ku tak lagi original laki suruh ganti gender Wak coba lihat anak anjing Bah rilis single tiap hari Demi komen yang bocil tah kapan berhenti Kesan nya produktif dikala pandemi, kan geli Banyak flexing, mrapal fiksi Menang bising, diksi picisan pantas tak efektif Kalau cuma buat malu ya tosala genggam pensil Tak ada pernah ku takut Bukti nya sanggup konsis tuk mengunggah Ungkap lugas yang jadi gunda dalam satu undangan penuh hujatan Uuu malang nya ni anak bunda kubanting merinding sampai pundak Tada sesumbar tapi kau yang mau Lapar kan kau pauk, ini ku sulang You might also like Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Mendekam merekam barisan bedebah Melepas MK nomor tujuh belas Namaku tandai merah jingga pada bundar titik tepat tengah concentric point Periksa flowmu intip dari tabung yang masih separuh dan juga prematur Cuma garuk sajak bercak panu Tak pantas dipanut bikin malu badut Ku produk Joe, Shotgun Dre, Dom dan Upi Juga Randslam, Insthinc, Dzul pada multis Jefun, Jamesburned, Ali Matter Mos Noise dan Zwinkle dalam lirik Bangunla sendiri diksi kentut nan cepirit Rapper gaya masa kini gimmick tini wini biti Puisi semiris sipilis saji tai diatas piring Bawa cermin didepanmu berkacalah pada diri Tak baik Nartok Ya itukan dosa menghujat didepan muka bagusan sudahi Bisa sombong, padahal kemampuan sebesar kuman Hah ludahi, lah kok nangis Aku tak peduli minta ampun tadi Saat yang kemarin bajuku kau tarik Sayang nya sekarang berakimu via daring Aslinya ku orang yang santai Tapi kan hmm bila seandai Kalian ragu untuk menyampaikan Cemooh jelasku pandai gampang la bila hanya menyantap Sampai kau termenung meratapi Nasib yang tidak berada di proses yang lama tlah ku jalani Mustahil jiplak kubuat pola bara Headphone mu memanas sangkakala bersaut Sudah sampai sini ku ucap selamat kau silaturahmi dengan ujung pisau  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive Bercermin ku pada pisau Its dao, buat tlinga bengkok macam pisang Yatau, kau sekarang sdang pantau Ku toreh luka sayat dalam kisah Zidan, pisahkan pun dari mreka yang mau ambil jalan pintas Risau kan ku jaga ni tetap panas ha srupa dalam kotak pizza Silah kritik kau kira peduli juga tak ada guna kau mau hitungan Tak pernah kulihat, dia siapa yang menang Tapi di kenyataan dengan promo yang minim Ku fokus dilirik, gimmick perlu tapi hanya sedikit Upload satu tak buat timeline penuh, itu siapa? Ya itu kalian, dopamin jadikan candu  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive  Nah nah All clown they gonna hate ""DAO"" And I'm like ""why you mad dawg?"" What i got issa game drive 1",0
Kerispatih,"Ku telah kecewakanmu Bahkan ku sia-siakan hidupku Dan kubawa kau seperti diriku Walau hati ini t'rus menangis Menahan kesakitan ini Tapi ku lakukan semua demi cinta Akhirnya juga harus ku relakan kehilangan cinta sejatiku Segalanya t'lah ku berikan Juga semua kekuranganku Jika memang ini yang terbaik Untuk diriku dan dirinya Kan ku t'rima semua demi cinta Jujur, aku tak kuasa Saat terakhir ku genggam tanganmu Namun yang pasti terjadi Kita mungkin tak bersama lagi Bila nanti esok hari Ku temukan dirimu bahagia Ijinkan aku titipkan kisah cinta kita selamanyaYou might also like",0
Ada Band,Tertegun ku memandangmu Saat kau tinggalkanku menangis Bodohnya ku mangharapmu Jelas sudah tak kau pedulikan cintaku  Mestinya telah kusadari Betapa perih cinta tanpa balasmu Harusnya tak ku paksakan Bila akhirnya kan melukaiku  Mungkin ku tak akan bisa jadikan dirimu Kekasih yang seutuhnya mencintaiku Namun kurelakan diri Jika hanya setengah hati Kau sejukkan jiwa ini  Ku hanya terus berharap Satu hari kau mampu sadari Tiada yang pernah mengerti Seperti ku setulus hati mencintaimu  Mestinya telah kusadari Betapa perih cinta tanpa balasmu Harusnya tak ku paksakan Bila akhirnya kan melukaiku You might also like Mungkin ku tak akan bisa jadikan dirimu Kekasih yang seutuhnya mencintaiku Namun kurelakan diri Jika hanya setengah hati Kau sejukkan jiwa ini   Mungkin ku tak akan bisa jadikan dirimu Kekasih yang seutuhnya mencintaiku Namun kurelakan diri Jika hanya setengah hati Kau sejukkan jiwa ini,0
D’MASIV,"Kau membuat ku berantakan Kau membuat ku tak karuan Kau membuat ku tak berdaya Kau menolakku, acuhkan diriku Bagaimana caranya untuk Meruntuhkan kerasnya hatimu Kusadari ku tak sempurna Ku tak seperti yang kau inginkan  Kau hancurkan aku dengan sikapmu Tak sadarkah kau telah menyakitiku Lelah hati ini meyakinkanmu Cinta ini membunuhku  Bagaimana caranya untuk Meruntuhkan kerasnya hatimu Kusadari ku tak sempurna Ku tak seperti yang kau inginkan  Kau hancurkan aku dengan sikapmu Tak sadarkah kau telah menyakitiku Lelah hati ini meyakinkanmu Cinta ini membunuhku You might also like  Kau hancurkan aku dengan sikapmu Tak sadarkah kau telah menyakitiku Lelah hati ini meyakinkanmu Cinta ini membunuhku  Lelah hati ini meyakinkan mu Cinta ini, membunuh ku",0
Glenn Fredly, Bersamamu kulewati Lebih dari seribu malam Bersamamu yang kumau Namun kenyataannya tak sejalan  Tuhan bila masih 'ku diberi kesempatan Izinkan aku untuk mencintanya Namun bila waktuku telah habis dengannya Biar cinta hidup s'kali ini saja  Tak sanggup bila harus jujur Hidup tanpa hembusan nafasnya  Tuhan bila waktu dapat kuputar kembali Sekali lagi untuk mencintanya Namun bila waktuku telah habis dengannya Biarkan cinta ini Hidup untuk sekali ini sajaYou might also like,0
Arash Buana,"Home by seein' you Picturin' where we'd end up to I'm broke and hopeless too Wishin' I could get back to you  I can't keep goin' on like this Pretendin' that you're gone Well, I don't know 'Cuz all I know  I'll be here, waitin' you to come And bring me right back home I'm caught up with these memories Just by sittin' here alone If only I could see where it all started We'll be fine It’s clear where this is goin' I'll keep missin' you alone If you could see me cryin' in my room  Hey, I missed you too! And just so you know I still love you And I don’t even know if I'm alright 'Cuz if I called we'd only end up in a fight And I don’t wanna keep on gettin' hurt Still holdin' to your favorite little shirt You might also like I'll be here, waitin' you to come And bring me right back home I'm caught up with these memories Just by sittin' here alone If only I could see where it all started We'll be fine It’s clear where this is goin' I'll keep missin' you alone If you could see me cryin' in my room  I don’t know where to go How can I be fine with bein' alone I’m just scared of losin' you I can’t keep seein' you cryin' in your room Yeah! I can’t keep seein' you cryin' in your room  I'll be here, waitin' you to come And bring me right back home I'm caught up with these memories Just by sittin' here alone If only I could see where it all started We'll be fine It’s clear where this is goin' I'll keep missin' you alone If you could see me cryin' in my room If you could see me cryin' in my room If you could see me cryin' in my room If you could see me cryin' in my room If you could see me cryin' in my room4",0
GANGGA,Talking bout nothin' But we’re always laughing These dumb conversations They raise my affections Those were the good times And I miss the old times Have I told you lately That I miss you badly Sometimes I wish That I could still call you mine Still call you mine Now all I’ve got is The stain on my blue jeans The only way I could Remember that you were once mine Your voice were lullabies I would be list’nin’ Till I was sleeping But our situations It stopped our relations Why did we end it? Don’t want to believe it You might also likeCuz I’m feelin lately That I miss you badly Sometimes I wish That I could still call you mine Still call you mine Now all I’ve got is The stain on my blue jeans The only way I could Remember that you were once mine  Sometimes I wish That I could still call you mine Still call you mine Now all I’ve got is The stain on my blue jeans The only way I could Remember that you were once mine,0
Ziva Magnolya, Aku t'lah tahu kita memang tak mungkin Tapi mengapa kita selalu bertemu? Aku t'lah tahu hati ini harus menghindar Namun kenyataan ku tak bisa Maafkan aku terlanjur mencinta  Senyuman itu Hanyalah menunda luka Yang tak pernah kuduga Dan bila akhirnya Kau harus dengannya Mengapa kau dekati aku?  Kau membuat semuanya indah Seolah takkan terpisah  Aku t'lah tahu kita memang tak mungkin Tapi mengapa kita selalu bertemu? Aku t'lah tahu hati ini harus menghindar Namun kenyataan ku tak bisa Maafkan aku terlanjur mencinta You might also like Bila memang hatimu untuk aku Salahkah ku berharap Berharap kau memilih diriku Cinta  Aku t'lah tahu kita memang tak mungkin Tapi mengapa kita selalu bertemu? Aku t'lah tahu hati ini harus menghindar Namun kenyataan ku tak bisa Maafkan aku terlanjur mencinta Aku t'lah tahu kita memang tak mungkin Tapi mengapa kita selalu bertemu? Aku t'lah tahu hati ini harus menghindar Namun kenyataan ku tak bisa Maafkan aku terlanjur mencinta Ternyata hati tak sanggup melupa,0
Pasto,"Sakit hati lagi kau menangis lagi ‘kan sudah kubilang kau salah pilih Kini kau sesali semua yang terjadi Apa kubilang apa kubilang  Yah matamu merah, nafas terisak padahal kakimu gak ada yang injak Terbata-bata ucap kata-kata, ku pikir ah pasti ada apa-apa Dari tanda-tanda sakit hati, pasti masalah laki-laki lagi Kemarin mesra nempel terus tapi pagi ini kau sudah putus Kau bilang dia yang terbaik tapi kenyataanya berbanding terbalik, ku sudah bilang Bilang dari dulu tapi kau justru buru-buru dia nembak kau bersedia ternyata dia tak setia  Sakit hati lagi kau menangis lagi ‘kan sudah kubilang kau salah pilih Kini kau sesali semua yang terjadi Apa kubilang apa kubilang  Maybe no maybe yes hidup jadinya stres hubungan special lagi gak beres derita lama doi selingkuh udah dibilang tapi tetap bersi kuku Kau tak bisa lihat keadaan dan kau pun tak dapat terima kenyataan Akhirnya jadi korban persaan hubungan lagi-lagi jadi berantakan, makanya dengar apa yang ku katakan kau salah pilih yang kurasakan Kalo jodoh tak akan kemana tak perlu repot cari jauh kesana siapa tau yang deket lebih bijak sana berbagi kisah senang susah bersama You might also like Sakit hati lagi kau menangis lagi ‘kan sudah kubilang kau salah pilih Kini kau sesali semua yang terjadi Apa kubilang apa kubilang  Aku disini, selalu ada untukmu masih menunggu, menunggu dirimu membuka mata hatimu  Yeah mondar mandir sampe kocar kacir padahal yang dekat juga sudah naksir Aku selalu siap selalu hadir tapi kamu kalo sedih baru mampir Ini yang terakhir jangan kau kuatir jalan bareng aku nanti aku traktir Bukan berarti aku sekarang tajir siapa tau cinta bisa mengalir  Sakit hati lagi kau menangis lagi ‘kan sudah kubilang kau salah pilih Kini kau sesali semua yang terjadi Apa kubilang apa kubilang Sakit hati lagi kau menangis lagi ‘kan sudah kubilang kau salah pilih Kini kau sesali semua yang terjadi Apa kubilang apa kubilang",0
Juicy Luicy, Jaga dulu jarak kita Jika tak ingin akhirnya Kau menangis lagi Jangan terlalu kau dekat Jangan buat terikat Coba kau rasakan lagi  Mungkin kau dapat perannya Tapi hanya sebagai bayang-bayangnya saja  Jangan minta jatuh cinta Luka lama ku juga belum reda Beri dulu aku waktu untuk sembuh sendirinya Jangan minta jatuh cinta Sakit sebelumnya masih kurasa Beri waktu hingga aku mampu lupakan semua  Jangan terlalu kau dekat Jangan buat terikat Coba kau rasakan lagi You might also like Mungkin kau dapat perannya Tapi hanya sebagai bayang-bayangnya saja  Jangan minta jatuh cinta Luka lama ku juga belum reda Beri dulu aku waktu untuk sembuh sendirinya Jangan minta jatuh cinta Sakit sebelumnya masih kurasa Beri waktu hingga aku mampu lupakan semua   Jangan minta jatuh cinta Luka lama ku juga belum reda Beri dulu aku waktu untuk sembuh sendirinya Bukan ku tak jatuh cinta Lelah ulang kesalahan yang sama Ku ingin kita jalani cinta Ku ingin kita jalani cinta Tanpa tergesa Tanpa tergesa,0
Elmatu,"Sejak pertama kita Menjalin kisah cinta Tak ada yang bisa Merubah kisah kita Ternyata aku salah Iman yang berbicara Tolong aku Tuhan Mengapa semuanya terjadi  Tolong tanyakan pada Tuhanmu Bolehkah aku yang bukan umat-Nya, mencintai hamba-Nya? Bila memang cinta ini salah Mengapa kita yang harus terjatuh? Terlalu dalam  Ooo... Bolehkah ku, ooo...hoo... yang bukan umat-Nya Bila memang cinta ini salah Mengapa kita yang harus terjatuh? Terlalu dalam  Ternyata beta salahYou might also like",0
Juicy Luicy, Telan dulu malam yang penuh rindu Bungkam semua dalam hati kecilku Lewatkah ku di sela fikiranmu Di lamunanmu  Simpan kau di dalam mimpi indahku Karena kau tak datang dalam hidupku Berjalanku terima kenyataan Kau yang tak sayang  Mendengar cerita kau kini bahagia Ku hanya bisa tersenyum mendengarnya Di dalam terluka Di luar tak terbaca Memendam kecewa Kau senang di sana  Simpan kau di dalam mimpi indahku Karena kau tak datang dalam hidupku Berjalanku terima kenyataan Kau yang tak sayang You might also like Mendengar cerita kau kini bahagia Walau gusar namun mau bilang apa Di dalam terluka Di luar tak terbaca Memendam kecewa Kau senang di sana   Mendengar cerita kau kini bahagia Ku hanya bisa tersenyum mendengarnya  Mendengar cerita kau kini bahagia Sayangnya bukan ku yang membuat kau tertawa Di dalam terluka Di luar tak terbaca Memendam kecewa Kau senang di sana,0
Rossa,Aku semakin tersiksa karena tak memilikimu Kucoba jalani hari dengan pengganti dirimu Tapi hatiku selalu berpihak lagi padamu Mengapa semua ini terjadi kepadaku Tuhan maafkan diri ini Yang tak pernah bisa menjauh dari angan tentangnya Namun apalah daya ini Bila ternyata sesungguhnya aku terlalu cinta diaэ Tapi hatiku selalu berpihak lagi padamu Mengapa semua ini terjadi kepadaku Tuhan maafkan diri ini Yang tak pernah bisa menjauh dari angan tentangnya Namun apalah daya ini Bila ternyata sesungguhnya aku terlalu cinta dia Mengapa semua ini terjadi kepadaku Tuhan maafkan diri ini Yang tak pernah bisa menjauh dari angan tentangnya Namun apalah daya ini Bila ternyata sesungguhnya aku terlalu cinta diaэ You might also likeAku terlalu cinta diaэ1,0
Rossa,Dia yang tecinta Mengapa t'lah lama tak nampak Dirimu disini Jangan inginku tersenyum Tak ada gairah Kuingin slalu bersamamu Kini kuresah Diriku lemah tanpamu... ohh Gapai semua jemariku Rangkul aku dalam bahagiamu Kuingin bersama berdua selamanya Jika kubuka mata ini Kuingin selalu ada dirimu Dalam kelemahan hati ini Bersamamku aku tegarYou might also like,0
Rossa,Dahulu kau menginginkanku Meskipun tak pernah ada jawabku Tak berniat kau tinggalkan aku Sekarang kau pergi menjauh Sekarang kau tinggalkan aku Di saat kumulai mengharapkanmu Dan kumohon maafkan aku Aku menyesal telah membuatmu menangis Dan biarkan memilih yang lain Tapi jangan pernah kau dustai takdirmu Pasti itu terbaik untukmu Janganlah lagi kau mengingatku kembali Aku bukanlah untukmu Meski 'ku memohon dan meminta hatimu Jangan pernah tinggalkan dirinya Untuk diriku Sekarang kau pergi menjauh Sekarang kau tinggalkan aku Di saat kumulai mengharapkanmu Dan kumohon maafkan aku You might also likeAku menyesal telah membuatmu menangis Dan biarkan memilih yang lain Tapi jangan pernah kau dustai takdirmu Pasti itu terbaik untukmu Janganlah lagi kau mengingatku kembali Aku bukanlah untukmu Meski 'ku memohon dan meminta hatimu Jangan pernah tinggalkan dirinya Meski 'ku memohon dan meminta hatimu Jangan pernah tinggalkan dirinya Untuk diriku,0
Rossa,"Kamu yang sempurna Segala kekurangan semua kelemahan Kau jadikan cinta Tanpamu ku tak bisa berjalan Mencari cinta sejati tak ku temukan Darimu aku bisa merasakan Kesungguhan hati cinta yang sejati Kamu dikirim Tuhan Untuk melengkapiku tuk jaga hatiku Kamu hasrat terindah untuk cintaku Takkan cemas ku percaya kamu Karena kau jaga tulus cintamu Ternyata kamu yang ku tunggu Segala kekurangan semua kelemahan Kau jadikan cinta Tanpamu ku tak bisa berjalan Mencari cinta sejati tak ku temukan Darimu aku bisa merasakan Kesungguhan hati cinta yang sejati Kamu dikirim Tuhan Untuk melengkapiku tuk jaga hatiku Kamu hasrat terindah untuk cintaku Takkan cemas, ku percaya kamu You might also likeKarena kau jaga tulus cintamu Ternyata Ternyata Ternyata kamu yang ku tunggu",0
Rossa,Cintamu hanyalah untukku Karena kini kau telah membaginya Maafkan jika memang kini Harus ku tinggalkan dirimu Karena hatiku slalu kau lukai Tak ada lagi yang bisa ku lakukan tanpamu Ku hanya bisa mengatakan apa yang ku rasa Chorus Ku menangis Membayangkan Betapa kejamnya dirimu atas diriku Kau duakan cinta ini Kau pergi bersamanya Ku menangis Melepaskan Kepergian dirimu dari sisi hidupku Harus slalu kau tahu Akulah hati yang telah kau sakiti Maafkan jika memang kini harus ku tinggalkan dirimu Karena hatiku slalu kau lukai Tak ada lagi yang bisa ku lakukan tanpamu Ku hanya bisa mengatakan apa yang ku rasa You might also likeUlang Chorus Ku menangis Harus slalu kau tahu Akulah hati yang telah Kau sakiti,0
Bunga Citra Lestari,"Luangkanlah untukku Harap secepatnya datangi aku S’kali ini ku mohon padamu Ada yang ingin ku sampaikan Sempatkanlah… Hampa kesal dan amarah S’luruhnya ada dibenakku Tandai seketika Hati yang tak terbalas Oleh cintamu… Kuingin marah, melampiaskan tapi kuhanyalah sendiri disini Ingin kutunjukkan pada siapa saja yang ada Bahwa hatiku kecewa… Sedetik menunggumu disini, s’perti seharian Berkali kulihat jam ditangan Demi membunuh waktu Tak kulihat tanda kehadiranmu Yang semakin meyakiniku Kau tak datang Hampa kesal dan amarah S’luruhnya ada dibenakku Tandai seketika Hati yang tak terbalas Oleh cintamu… Kuingin marah, melampiaskan tapi kuhanyalah sendiri disini Ingin kutunjukkan pada siapa saja yang ada Bahwa hatiku kecewa… You might also likeHampa kesal dan amarah S’luruhnya ada dibenakku Tandai seketika Hati yang tak terbalas Oleh cintamu… Kuingin marah, melampiaskan tapi kuhanyalah sendiri disini Ingin kutunjukkan pada siapa saja yang ada Bahwa hatiku kecewa…",0
Agnes Monica,"Biar aku sentuhmu Berikan ku rasa itu Pelukmu yang dulu Pernah buatku Ku tak bisa paksamu Tuk tinggal di sisiku Walau kau yang selalu Sakiti aku dengan perbuatanmu Namun sudah kau pergilah Jangan kau sesali  Karena ku sanggup walau ku tak mau Berdiri sendiri tanpamu Ku mau kau tak usah ragu Tinggalkan aku, ooh Kalau memang harus begitu  Tak yakin ku kan mampu Hapus rasa sakitku Ku selalu perjuangkan cinta kita Namun apa salahku Hingga ku tak layak dapatkan Kesungguhanmu You might also like Karena ku sanggup walau ku tak mau Berdiri sendiri tanpamu Ku mau kau tak usah ragu Tinggalkan aku, ooh Kalau memang harus begitu  Baby now that you're gone Now leave me alone Broken heart, tear me apart I don't need your mercy I ain't your lady In this melody Did you hear it? Let shout it again Take me back to refrain Ooh..  Karena ku sanggup walau ku tak mau Berdiri sendiri tanpamu Aku mau kau tak usah ragu Tinggalkan aku, ooh Kalau memang harus begitu Tak perlu kau buat aku mengerti Tersenyumlah, karena ku sanggup",0
Agnes Monica,Yang pernah dibuka waktu hanya untukmu Kini kau pergi dari hidupku Ku harus relakanmu walau aku tak mau Berjuta warna pelangi di dalam hati Sejenak luluh bergeming menjauh pergi Tak ada lagi cahaya suci Semua nada beranjak aku terdiam sepi Dengarlah matahariku suara tangisanku Ku bersedih karna panah cinta menusuk jantungku Ucapkan matahariku puisi tentang hidupku Tentangku yang tak mampu menaklukkan waktu Berjuta warna pelangi di dalam hati Sejenak luluh bergeming menjauh pergi Tak ada lagi cahaya suci Semua nada beranjak aku terdiam sepi Oh dengarkan aku matahariku Dengarlah matahariku suara tangisanku Ku bersedih karna panah cinta menusuk jantungku Dengarlah matahariku suara tangisanku Ku bersedih karna panah cinta menusuk jantungku Ucapkan matahariku puisi tentang hidupku Tentangku yang tak mampu menaklukkan waktu Dengarlah matahariku suara tangisanku Ku bersedih karna panah cinta menusuk jantungku Dengarlah matahariku suara tangisanku Ku bersedih karna panah cinta menusuk jantungkuYou might also like,0
Agnes Monica,"Hujan tak juga reda Ku harus menyaksikan cintaku Terenggut tak terselamatkan Ingin ku ulang hari Ingin ku perbaiki Kau sangat kubutuhkan Beraninya kau pergi dan tak kembali Dimana letak surga itu Biar ku gantikan tempat mu denganku Adakah tangga surga itu Biar ku temukan untuk bersamamu Ku biarkan senyumku menari di udara Biar semua tahu Kematian tak mengakhiri Cinta... Ooooohhh Dimana letak surga itu Biar ku gantikan tempat mu denganku Adakah tangga surga itu Biar ku temukan untuk bersamamu Dimana letak surga itu Biar ku gantikan tempat mu denganku Adakah tangga surga itu Biar ku temukan untuk bersamamu You might also likeApalah artinya hidup tanpa kekasihku Percuma ku ada disini Kekasihku Bersamamu Dimana letak surga itu Kekasihku Biar ku gantikan tempat mu Bersamamu Percuma ku ada di sini Tanpa kekasihku bersamaku Percuma ku ada di sini Tanpa dirimu, tanpa dirimu Apalah artinya hidup tanpa kekasihku Percuma ku ada di sini Apalah artinya hidup tanpa kekasihku Percuma ku ada di sini Apalah artinya hidup tanpa kekasihku Percuma ku ada di sini Apalah artinya hidup tanpa kekasihku",0
Agnes Monica,Belum sempat ku membagi Kebahagia-anku Belum sempat ku membuat Dia tersenyum Haruskah ku kehilangan Tuk kesekian kali Tuhan ku mohon jangan lakukan itu  Sebab ku sayang dia Sebab ku kasihi dia Sebab ku tak rela Tak slalu bersama Ku rapuh tanpa dia Seperti kehilangan arah  Jikalau memang harus ku alami duka Kuatkan hati ini menerimanya  Sebab ku sayang dia Sebab ku kasihi dia Sebab ku tak rela Tak slalu bersama Ku rapuh tanpa dia Seperti kehilangan arah You might also likeSebab ku sayang dia Sebab ku kasihi dia Sebab ku tak rela Tak slalu bersama Ku rapuh tanpa dia Seperti kehilangan arah,0
Nindy,Telah aku maafkan Semua kesalahanmu Asal kau mau berjanji Tidak mengulangnya lagi  Telah aku terima Sakitnya dikhianati Sedalam cintaku ini Selama hidupku ini  Hatiku cuma ada satu Sudah untuk mencintaimu Tolong jangan sakiti lagi Nanti aku bisa mati Cintaku cuma sama kamu Sayangku cuma untuk kamu Tolong jangan hancurkan lagi Nanti aku bisa mati  Telah aku terima Sakitnya dikhianati Sedalam cintaku ini / *Sedalam cintaku ini* Selama hidupku ini You might also like Hatiku cuma ada satu Sudah untuk mencintaimu Tolong jangan sakiti lagi Nanti aku bisa mati Cintaku cuma sama kamu Sayangku cuma untuk kamu Tolong jangan hancurkan lagi Nanti aku bisa mati / *Hatiku cuma ada satu Sudah untuk mencintaimu* / Tolong jangan hancurkan lagi Nanti aku bisa mati,0
Raisa," Pedihnya tanya yang tak terjawab Mampu menjatuhkanku yang dikira tegar Kau tepikan aku, kau renggut mimpi Yang dulu kita ukir bersama Seolah aku tak pernah jadi bagian besar dalam hari-harimu  Lebih baik kita usai di sini Sebelum cerita indah tergantikan pahitnya sakit hati Bukannya aku mudah menyerah, tapi bijaksana Mengerti kapan harus berhenti Ku kan menunggu, tapi tak selamanya  Kau tepikan aku, kau renggut mimpi Yang dulu kita ukir bersama Seolah aku tak pernah jadi bagian besar dalam hari-harimu Seolah janji dan kata-kata yang telah terucap kehilangan arti  Lebih baik kita usai di sini Sebelum cerita indah tergantikan pahitnya sakit hati Bukannya aku mudah menyerah, tapi bijaksana Mengerti kapan harus berhenti Ku kan menunggu tapi tak selamanya You might also like Tak akan jera kupercaya cinta Manis dan pahitnya kan kuterima Kini kisah kita akhiri dengan makna  Lebih baik kita usai di sini Sebelum cerita indah tergantikan pahitnya sakit hati Bukannya aku mudah menyerah, tapi bijaksana Mengerti kapan harus berhenti Ku kan menunggu, tapi tak selamanya  Ku kan menanti Tapi tak selamanya1",0
Raisa," Jika wangimu saja bisa Memindahkan duniaku Maka cintamu pasti bisa Mengubah jalan hidupku  Cukup sekali saja aku pernah merasa Betapa menyiksa kehilanganmu Kau tak terganti kau yang selalu kunanti Takkan kulepas lagi  Pegang tanganku Bersama jatuh cinta, oh Kali kedua pada yang sama, oh Whoa, oh  Jika senyummu saja bisa Mencuri detak jantungku Maka pelukanmu yang bisa Menyapu seluruh hatiku You might also like Cukup sekali saja aku pernah merasa Betapa menyiksa kehilanganmu Kau tak terganti kau yang selalu kunanti Takkan kulepas lagi  Pegang tanganku Bersama jatuh cinta, oh Kali kedua pada yang sama Oh-ooh  Jatuhkan hati Tanpa peduli Kedua kali kita bersama lagi  Pegang tanganku Bersama jatuh cinta, oh Kali kedua pada yang sama Sama indahnya Pegang tanganku Bersama jatuh cinta, ah Kali kedua pada yang sama Sama indahnya1",0
